"group","value"
"Line A",0.363583851586828
"Line A",-0.13760334470285
"Line A",0.0178218892917659
"Line A",-0.158102769892647
"Line A",-0.231091518356103
"Line A",0.0392988280755358
"Line A",-0.0406615136150072
"Line A",0.116222865596896
"Line A",1.0683379535007
"Line A",0.0895496123151755
"Line A",-0.342600744846059
"Line A",0.303674665743809
"Line A",0.791473896811016
"Line A",0.972492179291922
"Line A",0.392744300844281
"Line A",0.0689676635837183
"Line A",0.182646875661293
"Line A",0.12785060744612
"Line A",2.00902896863528
"Line A",-0.593198068782549
"Line A",-0.344869649112773
"Line A",0.309281681003252
"Line A",0.112007102185818
"Line A",0.0015110601554246
"Line A",-0.0100457356337317
"Line A",0.187431509934211
"Line A",-0.21272040512649
"Line A",0.279941397134291
"Line A",0.908235550406577
"Line A",0.293802998913726
"Line A",0.276522459474319
"Line A",-0.1456927765675
"Line A",-0.249041220401498
"Line A",0.337007506319914
"Line A",-0.154832870339768
"Line A",0.405991510430307
"Line A",1.51231224581089
"Line A",-0.440033597804131
"Line A",1.09284576615681
"Line A",0.318065563137407
"Line A",-0.158074922887398
"Line A",-0.512386233214209
"Line A",0.306583279400225
"Line A",0.429357247214979
"Line A",0.550975283864083
"Line A",0.282610462028498
"Line A",0.769612154230477
"Line A",0.0318034885694855
"Line A",0.750846756582972
"Line A",0.848040325263138
"Line A",0.735751710033179
"Line A",0.297126067714988
"Line A",0.253515491719222
"Line A",-0.53343535646587
"Line A",0.22760350996593
"Line A",1.2499808329523
"Line A",0.165941648891853
"Line A",0.820638356171836
"Line A",0.380900002819542
"Line A",-0.191925194919236
"Line A",0.165586852389916
"Line A",-0.836082623532634
"Line A",1.16921358230589
"Line A",0.175937895792448
"Line A",0.065497642156443
"Line A",0.35256212356959
"Line A",-0.265073461566068
"Line A",-0.0401643220887267
"Line A",-0.261243519105515
"Line A",-0.563222532413715
"Line A",0.380352639777099
"Line A",0.694015275143624
"Line A",0.78859105608728
"Line A",0.703229405062772
"Line A",0.280358703154026
"Line A",0.746239501800928
"Line A",0.707228235287947
"Line A",-0.126476181142282
"Line A",-0.441947025226099
"Line A",-0.665488899474468
"Line A",0.536469153691212
"Line A",-0.781163443497672
"Line A",-0.274266582895117
"Line A",0.501143461083616
"Line A",0.0158038918241218
"Line A",1.92969097507905
"Line A",0.359461079228524
"Line A",-0.397627767252861
"Line A",0.318735681812564
"Line A",-0.473933782792885
"Line A",0.635446886699557
"Line A",-0.137897572946872
"Line A",-0.553490080591669
"Line A",0.365750107298949
"Line A",0.526370431262125
"Line A",0.74850503206774
"Line A",0.394839311286008
"Line A",-0.240947311422431
"Line A",1.30223027442174
"Line A",-0.131054725652101
"Line A",-0.701583460971745
"Line A",0.710885119836364
"Line A",0.746397171266696
"Line A",0.574211510598653
"Line A",-0.103379898664064
"Line A",0.290445025199944
"Line A",-0.236650826203136
"Line A",0.134711788134183
"Line A",0.310091014832008
"Line A",-0.148063445446028
"Line A",0.565342838546623
"Line A",0.161850474344215
"Line A",1.02919633130652
"Line A",0.394496661102234
"Line A",-0.473738408628846
"Line A",0.231906854175656
"Line A",0.346606510515814
"Line A",0.619125268028491
"Line A",0.186105098184438
"Line A",0.262701840597677
"Line A",0.236321417048954
"Line A",0.577359515755179
"Line A",-0.58134481321282
"Line A",0.237509838513758
"Line A",-0.0952303284242505
"Line A",0.244771941742808
"Line A",0.279009857815828
"Line A",-0.315125337486946
"Line A",0.0197680556394969
"Line A",0.190521550003564
"Line A",0.492038476697574
"Line A",0.427620107235376
"Line A",-0.611643088194658
"Line A",0.642149915960392
"Line A",0.449724961210148
"Line A",0.409087377591894
"Line A",0.085488426651571
"Line A",-0.320088123521043
"Line A",0.575212866986843
"Line A",-0.152121731076846
"Line A",0.287859170670796
"Line A",0.402594832563596
"Line A",0.186711004981512
"Line A",0.41856322625545
"Line A",0.803050590492488
"Line A",-0.438908995756367
"Line A",-0.226030708209102
"Line A",0.149576528087689
"Line A",0.156562254780798
"Line A",-0.66451555594596
"Line A",0.540917831364724
"Line A",0.219301455264544
"Line A",0.343210842077816
"Line A",0.796785736035058
"Line A",0.0302280445104247
"Line A",-1.16837886346914
"Line A",0.621790984180459
"Line A",-0.782188853263185
"Line A",0.989418524082599
"Line A",-0.00092850146110135
"Line A",0.639866527936214
"Line A",0.373205283700166
"Line A",1.25825231373458
"Line A",0.615379071089734
"Line A",0.918516405244305
"Line A",0.522308288126278
"Line A",-0.379895567320506
"Line A",-0.059276622512512
"Line A",-0.237875207147779
"Line A",-0.310779207054391
"Line A",-0.353512507867416
"Line A",0.348651436150557
"Line A",0.257502729121977
"Line A",0.495708494993571
"Line A",-0.229758009312005
"Line A",-0.645203738612396
"Line A",-0.111312786624953
"Line A",0.999574687204244
"Line A",1.08036572723166
"Line A",-0.71379303381278
"Line A",0.962641594920433
"Line A",-0.0463246159242915
"Line A",0.60378158420272
"Line A",-0.771912888736645
"Line A",0.61072491346045
"Line A",0.45622718843551
"Line A",0.224841116686322
"Line A",0.157713854907961
"Line A",-0.228524794126536
"Line A",-0.1281552885562
"Line A",0.65579781535296
"Line A",-0.105429755195272
"Line A",0.846172532697196
"Line A",0.542370344930298
"Line A",0.0645296981569494
"Line A",-0.465193407759552
"Line A",-0.534324846934375
"Line A",0.0348503209053849
"Line A",-0.424713262157223
"Line A",0.212935228170112
"Line A",0.425605938974694
"Line A",-0.250470877222748
"Line A",0.134241963378036
"Line A",0.159390072082597
"Line A",0.0492524207665527
"Line A",0.709514786767486
"Line A",0.663602518981418
"Line A",-0.0403047502448189
"Line A",0.612886448848912
"Line A",0.309310366396382
"Line A",-0.0615517815952716
"Line A",0.473559646847095
"Line A",-0.128244122623009
"Line A",-0.432257719713816
"Line A",-0.301063672140863
"Line A",0.388745925398896
"Line A",-0.172844775552976
"Line A",-0.516935450566969
"Line A",-0.294245682313505
"Line A",-0.0638302632287433
"Line A",-0.0123204327848576
"Line A",0.267135833989631
"Line A",-0.162226584107676
"Line A",0.178215686896843
"Line A",0.0107981315495738
"Line A",-0.576612871720058
"Line A",0.191624483894273
"Line A",0.0275800789357231
"Line A",-0.501384278074676
"Line A",-0.198277674278082
"Line A",0.45516884002584
"Line A",0.0751113499848955
"Line A",0.443150506676971
"Line A",0.83987662558722
"Line A",-0.51740571700858
"Line A",0.585915298327592
"Line A",0.0965229985687055
"Line A",-0.228286905534715
"Line A",0.129603795219839
"Line A",0.0447367893739407
"Line A",-0.308913574748257
"Line A",-0.513239942147973
"Line A",0.894542395396478
"Line A",0.929289238296865
"Line A",0.895595466865012
"Line A",0.364501506823404
"Line A",-0.254332030204309
"Line A",-0.404419009626192
"Line A",0.167297083528459
"Line A",-0.161727915099168
"Line A",0.407324780901003
"Line A",0.258925976202218
"Line A",0.201871404939509
"Line A",-0.186047942745104
"Line A",0.260545100757035
"Line A",0.417359137991947
"Line A",-0.0334572537598931
"Line A",0.275364616182588
"Line A",-0.00312531762995369
"Line A",0.141034419353243
"Line A",-0.956120130754385
"Line A",0.285918934367297
"Line A",-0.173861063697772
"Line A",-0.534029765428643
"Line A",-0.162197717512394
"Line A",0.98320460866798
"Line A",0.512619284656928
"Line A",-0.00543537561657595
"Line A",1.12207429959876
"Line A",0.214475125808909
"Line A",0.0964492285477324
"Line A",0.505281915449605
"Line A",0.344818238474789
"Line A",0.88948945618051
"Line A",-0.172185967428768
"Line A",-0.615136285909353
"Line A",0.573720462008113
"Line A",-0.409421208837273
"Line A",-0.27007070023509
"Line A",0.255022432106423
"Line A",0.256973859968678
"Line A",-0.398630121607906
"Line A",0.332233261240725
"Line A",-0.673021226609164
"Line A",-0.138608479745499
"Line A",0.0283726873887388
"Line A",0.234447621792048
"Line A",0.143111553545831
"Line A",0.287217455892729
"Line A",-0.326489327997028
"Line A",0.783096176860117
"Line A",0.46987212781988
"Line A",0.906973364970299
"Line A",-0.179437265002622
"Line A",0.513518921762671
"Line A",-0.126294740314178
"Line A",-0.722030262348204
"Line A",-0.0767855267805212
"Line A",-0.0521470502979268
"Line A",0.471068883590444
"Line B",2.51882764951369
"Line B",1.11943585178588
"Line B",1.0555119627078
"Line B",0.815758977756505
"Line B",2.90101005808619
"Line B",1.27805622319078
"Line B",1.06952482102437
"Line B",0.603908609093863
"Line B",2.58712433079896
"Line B",0.865556317751795
"Line B",0.626040221755742
"Line B",2.19645916770274
"Line B",1.3373273183639
"Line B",0.864370687869408
"Line B",2.09795713877454
"Line B",0.80662463066349
"Line B",1.56493171189668
"Line B",2.23746954011495
"Line B",0.738321796112399
"Line B",1.15006218646768
"Line B",1.03766123035271
"Line B",2.95014463387349
"Line B",1.01228651484199
"Line B",1.40857208911573
"Line B",1.73338502845996
"Line B",1.76988694020149
"Line B",2.34883541984478
"Line B",0.234161999010797
"Line B",0.901726495015983
"Line B",1.64941592485435
"Line B",1.80215011454998
"Line B",0.113894169651445
"Line B",2.62297379077606
"Line B",2.61425626426225
"Line B",1.16856269955769
"Line B",1.59622173161565
"Line B",1.13052065873987
"Line B",1.78573301853432
"Line B",1.58334478109789
"Line B",0.928398412920825
"Line B",1.63408110051524
"Line B",1.47288449777065
"Line B",2.26010346852015
"Line B",1.28680358330494
"Line B",1.33150120647175
"Line B",1.81147376563671
"Line B",2.4880351446288
"Line B",0.357957085357695
"Line B",1.6265889451631
"Line B",2.34226591164667
"Line B",2.01569080885518
"Line B",2.00139623237702
"Line B",2.31053624080222
"Line B",0.906921748991163
"Line B",2.29994943981885
"Line B",1.00131984713448
"Line B",0.615309982917097
"Line B",1.78226481361173
"Line B",2.2043643153938
"Line B",2.57502090872113
"Line B",0.570806544326109
"Line B",0.688795339380717
"Line B",0.892466712696995
"Line B",1.4958688614853
"Line B",2.49143693070374
"Line B",0.962019824517733
"Line B",2.82106948214279
"Line B",1.7537207155399
"Line B",2.42671866929816
"Line B",3.17171981058561
"Line B",1.11717283951387
"Line B",2.40004980515543
"Line B",1.38265427988027
"Line B",2.07627527949386
"Line B",2.00663284957049
"Line B",2.13653044482282
"Line B",0.822980251732761
"Line B",2.61044858185124
"Line B",1.54871395384681
"Line B",2.70620140722304
"Line B",2.42219697394044
"Line B",1.57100708260869
"Line B",0.440686561901985
"Line B",1.74786119973394
"Line B",2.08710503563232
"Line B",2.68676451179022
"Line B",1.21966743227882
"Line B",1.24675032302437
"Line B",2.29489034967385
"Line B",2.40971998893361
"Line B",2.21528440596872
"Line B",1.40386548952262
"Line B",2.37600343479896
"Line B",2.56276564969722
"Line B",1.55422527794568
"Line B",2.20195748990021
"Line B",0.576509338787452
"Line B",1.68741676660356
"Line B",0.861829113055122
"Line B",1.32616710844748
"Line B",1.06711945527368
"Line B",1.2369187998389
"Line B",0.887748245376321
"Line B",1.48278970234234
"Line B",2.27000537502476
"Line B",1.0944803516155
"Line B",0.224031368929759
"Line B",2.92802145892053
"Line B",-0.219144057075708
"Line B",-0.250343190929226
"Line B",-0.0881283463948175
"Line B",2.68187486983015
"Line B",0.814075479509047
"Line B",1.44326881368168
"Line B",2.28796907353387
