"group","value"
"Control",0.653918256393748
"Control",0.0190522715695512
"Control",-1.84950398071878
"Control",-0.132763311902842
"Control",-1.19881818453734
"Control",-1.32974147213541
"Control",0.916493229014068
"Control",-0.162954996260064
"Control",-1.60211864501153
"Control",-0.83520828826214
"Control",0.361940981705761
"Control",-0.323785443190916
"Control",-0.729867884540752
"Control",-0.704604609379489
"Control",-0.362183319729528
"Control",0.134096834277367
"Control",1.63936150352692
"Control",-1.39958738896335
"Control",3.03220942340345
"Control",1.19840893637023
"Control",0.055879403189074
"Control",0.414424888456787
"Control",-0.929409186497067
"Control",-0.657349264553431
"Control",-0.0340638691420121
"Control",-2.25820390745654
"Control",-0.523747923418715
"Control",1.18802813734496
"Control",1.51562024473401
"Control",0.183363638550743
"Control",-0.0685546962309646
"Control",1.65073486888539
"Control",1.42595651313264
"Control",-1.43388303174232
"Control",0.125756418420499
"Control",0.673440094399147
"Control",0.109411844704592
"Control",0.109466819508546
"Control",-0.159062291338414
"Control",-0.19977064190036
"Control",-0.174922746511664
"Control",-0.33907756402543
"Control",-0.126307397117531
"Control",0.980467210073315
"Control",2.4742333200607
"Control",-0.547233104761525
"Control",-0.211857135738966
"Control",-0.475788481807454
"Control",1.93870809426185
"Control",-0.962716372899704
"Control",-2.63437173753016
"Control",0.29311216361783
"Control",-2.23140147893235
"Control",-1.42817665788538
"Control",1.54294423416711
"Control",1.14085772942722
"Control",0.589836487755498
"Control",-2.25048062369263
"Control",-0.557274071027089
"Control",-1.75725881637353
"Control",1.0142314529461
"Control",-0.684698306374162
"Control",-2.5063516781401
"Control",0.803079096215562
"Control",1.48096717683083
"Control",-0.694626445229017
"Control",-0.319342243490249
"Control",0.188872305109366
"Control",-0.499980027618825
"Control",1.11456101228284
"Control",0.42536913390213
"Control",-1.34453855749348
"Control",-1.1156270316817
"Control",0.0515412404503362
"Control",0.734139708006527
"Control",-0.65350812643639
"Control",-0.466106078168786
"Control",-0.508993054502753
"Control",-1.70913597812364
"Control",1.0597779467201
"Control",0.239167736854694
"Control",0.294065006967276
"Control",-3.22457312047903
"Control",-1.0376709199725
"Control",0.68863215067765
"Control",0.635521637376752
"Control",-0.772652213842249
"Control",-0.619910134426749
"Control",0.445044946721493
"Control",0.294012109128733
"Control",1.16943259250818
"Control",1.53911445320904
"Control",-0.764023787199276
"Control",0.157348053572707
"Control",-0.801834657796283
"Control",-0.155415295606991
"Control",-1.59409445922281
"Control",-0.24327582537508
"Control",0.538963690739203
"Control",-0.380266400186711
"Control",-0.0783565103972955
"Control",2.65317896071627
"Control",-1.52273944655334
"Control",0.244325344140868
"Control",-0.944253237887955
"Control",1.42230070022563
"Control",-0.325441889322827
"Control",-0.236010691495564
"Control",-0.365349144564453
"Control",0.988953204832321
"Control",-0.236088663886246
"Control",-0.523263398190512
"Control",-1.59290989632536
"Control",-0.607659502341073
"Control",0.361941018707119
"Control",-0.667041218293031
"Control",-0.540334982461746
"Control",1.49190981636726
"Control",-0.414248324725457
"Control",1.30272093190927
"Control",-0.280418990023713
"Control",0.464218560590097
"Control",0.634149100894331
"Control",0.847796513310937
"Control",-0.00298964733921755
"Control",1.44200678951362
"Control",-0.917422744321486
"Control",1.0778740570054
"Control",-0.695491315246152
"Control",1.29376534595111
"Control",0.346159827761854
"Control",-1.14478612259553
"Control",1.72082890805105
"Control",-1.73909771024368
"Control",0.0085048013158989
"Control",-1.02660891989908
"Control",-0.623336917217416
"Control",-1.3106226013491
"Control",1.0134763800327
"Control",-0.169185365308206
"Control",1.89865320811098
"Control",0.568242485675737
"Control",-0.76542323366092
"Control",-0.162923103069071
"Control",-1.04072171686758
"Control",0.0584665328773453
"Control",1.76305500160652
"Control",0.923601757084231
"Control",-0.824991849300456
"Control",1.19955189347928
"Control",-0.350311016377877
"Control",0.0356027863581074
"Control",0.47144415383358
"Control",-0.724933413307226
"Control",-0.615165178808662
"Control",-0.243391969123683
"Control",0.67714120243193
"Control",-1.64781155818156
"Control",1.08264317371708
"Control",0.507330289965569
